epoch,dice_coef,iou,learning_rate,loss,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.5656869411468506,0.40598806738853455,9.999999747378752e-05,0.3050157427787781,0.775936484336853,0.6260919570922852,0.6428871154785156,0.4855712056159973,0.2976226210594177,0.7919827699661255,0.6855915784835815
1,0.6639666557312012,0.5069436430931091,9.999999747378752e-05,0.22319325804710388,0.8573167324066162,0.7176388502120972,0.7044283747673035,0.5569232106208801,0.22887589037418365,0.8680163621902466,0.7269493937492371
2,0.6960312128067017,0.5440499782562256,9.999999747378752e-05,0.19916296005249023,0.8700519800186157,0.7550886273384094,0.7159523367881775,0.5707933306694031,0.2099570482969284,0.873315155506134,0.7339029908180237
3,0.7215116620063782,0.5744696855545044,9.999999747378752e-05,0.1790209859609604,0.8800836205482483,0.784654974937439,0.7267475128173828,0.5835129022598267,0.1936623603105545,0.8859879374504089,0.7507128119468689
4,0.7443298101425171,0.6022523045539856,9.999999747378752e-05,0.16240668296813965,0.8889113664627075,0.8085057735443115,0.7433301210403442,0.6038722991943359,0.1794247180223465,0.8976975083351135,0.7642890810966492
